,SPY,AAPL,MSFT,AMZN,TSLA,GOOGL,GOOG,META,NVDA,BRK-B,JPM,JNJ,UNH,HD,PG,V,BAC,MA,PFE,XOM,DIS,CSCO,AVGO,ADBE,CVX,PEP,TMO,KO,ABBV,CMCSA,NFLX,ABT,ACN,COST,CRM,INTC,WFC,VZ,PYPL,WMT,QCOM,MRK,LLY,MCD,T,NKE,DHR,LOW,LIN,TXN,NEE,AMD,UNP,PM,INTU,UPS,HON,MS,MDT,BMY,AMAT,ORCL,SCHW,CVS,RTX,C,GS,AMGN,BLK,BA,CAT,IBM,SBUX,AMT,PLD,GE,ISRG,COP,TGT,AXP,DE,MU,SPGI,MMM,NOW,BKNG,F,ADP,ZTS,LRCX,PNC,MDLZ,MO,ADI,GILD,LMT,SYK,GM,TFC,TJX
44881.00000000,-0.00762877,-0.00833110,0.00182348,-0.01839498,-0.03857628,0.00416493,0.00273497,-0.03288349,-0.04536178,-0.00393574,0.00135400,0.00620687,0.01691811,0.00955348,0.00889741,0.00071431,-0.00901858,-0.00218333,-0.01070621,-0.01068951,-0.01633342,-0.01135860,-0.02419816,-0.02182330,-0.01627228,0.00643378,-0.01845850,-0.00181430,-0.00764505,-0.00875146,-0.01347525,0.00455690,-0.00389540,-0.00448268,-0.04288278,-0.03842395,-0.01070433,0.00477447,-0.03138215,0.00718934,-0.04197741,0.00331325,0.00851545,0.01743583,-0.00473184,-0.01386930,-0.01542550,0.03011881,0.00351823,-0.02314580,0.01700633,-0.04805559,0.00764266,0.00042253,-0.03282394,-0.02430156,-0.00663785,-0.00751383,-0.01942452,-0.00170419,-0.05649100,0.00896687,-0.01136651,-0.01667862,-0.01503285,-0.01346112,-0.00143648,0.00749125,-0.01793836,-0.01516968,-0.00925017,0.00124702,-0.00776857,-0.00195832,0.00798226,-0.02570579,-0.00431518,-0.03616964,-0.13135543,-0.00857749,-0.00140062,-0.06703648,-0.00279138,-0.01889953,-0.01735482,0.00593437,-0.02797211,0.00118421,-0.01027902,-0.07205441,-0.01517000,0.00541378,-0.00183234,-0.02361198,-0.00144576,-0.00216161,-0.00319869,-0.04398615,-0.01726748,0.05191688
44882.00000000,-0.00305988,0.01297144,-0.00020686,-0.02337319,-0.02006206,-0.00495698,-0.00494997,-0.01572027,-0.01464489,-0.00427519,-0.00435707,0.00807103,0.00740935,-0.01101900,-0.00613802,0.00404494,-0.00508567,-0.00434714,0.00582738,0.00132844,-0.02660990,0.04956068,0.00074253,-0.00171395,0.00283265,0.00953284,-0.01141765,0.00313948,0.00190958,0.00824007,-0.03509572,-0.01013421,-0.01499093,-0.00532332,-0.03500511,0.01219096,-0.00476086,0.00739174,-0.01608458,-0.00336701,0.01764264,0.02381666,0.02221403,0.00311906,0.00105658,0.00123537,-0.02457178,-0.03128352,-0.01015798,0.01095351,-0.02336337,0.01650625,-0.01154190,0.00475142,-0.02992430,-0.00564780,0.00238315,-0.00968610,-0.02249930,0.01326333,0.00220685,-0.00863689,0.00632992,-0.01217479,0.00778247,-0.00248087,-0.00666963,0.01243965,-0.00786772,0.00052114,-0.00851904,0.01086355,-0.00103020,-0.01282227,-0.01179062,0.00577156,-0.00862994,0.01508823,0.04206595,-0.01264997,0.01621550,-0.00220817,-0.01950982,-0.00078584,-0.02819026,-0.03626018,0.00071943,-0.00027598,-0.03156186,0.01269267,-0.01763059,-0.00846162,0.00206513,0.00124015,0.00892862,0.01400566,-0.01030460,0.00441907,-0.00900501,-0.01303473
44883.00000000,0.00454041,0.00378179,-0.00190331,-0.00748549,-0.01626902,-0.00945507,-0.00710657,0.00538364,-0.01709515,0.01079888,0.00980847,0.00766318,0.02850708,0.00558691,0.01206792,-0.00090048,0.00053803,0.00709124,-0.00206919,-0.00866793,0.00382730,0.02575666,0.00595573,-0.02063168,-0.00597529,0.00722105,0.01009639,0.00708285,0.01853310,0.00700539,-0.02472226,0.01277313,-0.00222887,0.00450773,-0.01102284,-0.00066909,0.01108937,0.01022015,-0.00840730,0.01506753,0.00805794,0.01876651,0.00249473,0.00003660,0.00105526,0.00056946,0.00396740,0.00734167,0.01383432,-0.00102655,0.01032177,-0.00446552,0.00362212,0.01176955,-0.00473968,0.01652848,0.00009330,0.00281058,0.01701275,0.00375837,0.00239346,0.00669195,0.02451850,0.02549243,0.00878030,0.00849746,-0.00152715,-0.00003470,-0.00097043,0.00642436,0.00429608,0.01060988,0.01010621,-0.00189513,0.02003381,0.00105400,0.00513861,-0.01981863,0.00537010,0.01234733,0.00307519,-0.00272388,-0.00259536,-0.00306724,-0.00299561,-0.00024732,0.00575130,0.00974165,0.01420602,-0.00967124,0.01486139,0.00837857,0.01213656,0.00235344,0.00000000,0.00856660,0.02114349,0.02924427,0.01196805,0.00217987
44886.00000000,-0.00363607,-0.02168028,0.00344085,-0.01784577,-0.06837231,-0.01878274,-0.02014316,-0.01954487,-0.00597047,0.00141589,-0.00590259,0.00514085,-0.02416981,0.01149495,0.01269547,-0.02125242,0.00322673,-0.01582830,-0.00103670,-0.00990365,0.06296295,-0.00355729,0.00442588,-0.02832012,-0.00956336,0.01924670,0.00194312,0.01537455,0.01374369,-0.00434794,-0.01017440,0.00009620,0.00181491,-0.00057280,-0.02154815,-0.03113491,0.00731183,0.00181582,-0.05051815,0.00612398,-0.02947115,0.01323996,-0.00138248,0.00420674,-0.00685280,-0.01508255,-0.00226363,0.00161965,-0.00161245,-0.01586940,0.00480770,-0.01508768,0.00802548,0.00643963,-0.01333969,0.00916354,0.00946254,-0.00134522,0.01217711,0.01949643,0.00420251,0.00112877,0.00238071,0.00554697,0.00880869,0.00452113,0.00266342,0.00302828,0.00428804,-0.00546321,0.00319755,-0.00650229,0.00377745,0.01843190,0.00340436,0.00479636,-0.00671466,-0.02410763,-0.02983792,0.00203279,-0.00617969,-0.02424040,0.00448155,0.00686333,-0.03004657,-0.01071497,-0.00285921,0.00617142,0.01160404,-0.01434202,0.00930756,0.01323286,0.01357459,-0.01612605,0.00872992,0.00864054,0.00465089,-0.00628609,0.01029355,0.01074711
44887.00000000,0.01345703,0.01466114,0.01231149,0.00800344,0.01215231,0.01516741,0.01565272,0.01438196,0.04707191,0.01465295,0.01495674,0.00483040,0.01140786,0.02556982,0.00858846,0.01943585,0.00482448,0.01983740,0.01868000,0.02892673,-0.01403979,0.01595974,0.02436990,0.02920780,0.02565655,0.00010816,0.01579392,0.00434920,0.01705815,0.02183406,0.00575343,0.00953027,0.02045169,0.01639371,0.03037621,0.03040772,0.00576428,0.01501820,-0.00892960,0.00357266,0.02870220,0.01221475,-0.00080297,0.00087433,0.00849257,0.02061063,0.00761373,0.01997431,0.01611992,0.02795830,0.00610048,0.03850402,0.00438119,0.00268319,0.04594673,0.01179339,0.01015883,0.00662320,-0.05298335,-0.00126643,0.01807115,0.02881489,0.01575005,0.01654926,0.00675677,0.00920624,0.00962630,-0.00385208,0.01347241,-0.00254425,0.02192353,0.01649853,0.00111879,-0.00809419,0.00722053,0.01641634,0.00979446,0.03577966,-0.00101255,0.01158301,0.01180469,0.02554232,0.01390240,0.00760016,0.03330062,0.01431629,0.00860215,0.01696433,0.00882372,0.01215150,0.01426282,0.00698560,0.00803575,0.05771148,0.01043276,-0.00299410,0.00832413,0.01138664,0.00628648,0.01405068
44888.00000000,0.00630158,0.00592641,0.01040690,0.00997854,0.07821784,0.01452855,0.01530872,0.00717871,0.02999122,0.00133007,0.01066352,0.00107447,0.01265559,-0.01037305,0.00569970,0.00665613,0.00320081,0.01066801,-0.00468633,-0.00499212,0.02775177,0.00392720,0.00677308,0.01480898,-0.00887618,0.00129841,0.00466263,0.00449081,-0.00250333,0.01225076,0.01677770,0.01096586,0.00559931,0.00477488,0.02003354,-0.00503015,0.00466999,-0.00714293,0.01051178,0.00481239,0.01213105,-0.00074838,0.00232763,-0.00542304,0.00473682,0.00641689,0.00499916,-0.01608618,0.00912403,0.00993114,0.01475773,0.01528241,-0.00318945,0.00977765,0.00922930,0.00054718,0.00068573,0.00289960,0.01398684,0.00355059,0.00833489,0.00535799,0.00184594,0.00552700,0.00289106,-0.02209606,0.00620004,-0.01271553,0.00391300,0.01362322,-0.00143300,-0.00234739,0.01107385,0.00055009,-0.00215929,0.00652931,0.00589585,-0.02492684,0.03515775,-0.00420502,0.05031686,0.00528835,0.01709011,-0.00466568,0.02270910,0.01154614,-0.00284295,0.00232838,0.01237968,0.01268599,0.00921327,0.00542904,-0.00310006,0.00457172,0.00222919,0.00327425,0.01664306,0.00350265,0.00021553,0.00536764
44890.00000000,-0.00022367,-0.01959368,-0.00036350,-0.00764893,-0.00185588,-0.01015641,-0.01234569,-0.00739482,-0.01507356,0.00395344,0.00190511,0.00129942,0.01493268,0.01514732,0.00184370,0.00972935,0.00239300,0.00760092,0.00736955,-0.00352083,-0.00010108,-0.00350008,-0.00698989,-0.00440768,-0.00293101,-0.00524099,0.00723570,0.00095795,0.00144307,0.00337749,-0.02044594,0.00886630,0.00634904,-0.00155287,0.00729112,-0.01112233,0.00232402,0.00256941,-0.00829719,0.00426459,-0.01358378,0.00636583,0.00975893,0.00633083,0.00157153,-0.00646977,0.01401185,-0.00023694,0.00455002,-0.01067150,0.00494581,-0.01649217,0.00381140,0.00142696,-0.00853864,-0.00175012,0.00520762,0.01089738,0.00126564,0.00126355,-0.01718212,0.00193797,0.00245669,0.01199284,0.00350050,0.00103647,0.00675726,0.00119971,0.00198293,0.02007432,-0.00514939,-0.00255467,0.00040195,0.00838493,0.00744395,0.00307264,0.00257135,0.00055230,-0.00018358,0.00142921,0.00902819,-0.00882407,0.00137099,0.00812495,-0.00527641,0.00770776,0.00356382,0.00521761,-0.00245891,-0.01766363,0.00690684,0.00030006,-0.00621949,-0.01247044,0.00983387,0.00496808,0.01063884,0.00872593,0.01055347,0.00608393
44893.00000000,-0.01595705,-0.02626422,-0.02315249,0.00578089,0.00032811,-0.01446743,-0.01383195,-0.02360654,-0.02722801,-0.01310526,-0.01747836,0.00050777,-0.00995126,-0.02285676,-0.00081786,-0.01183398,-0.02228116,-0.01907257,0.00731556,-0.03003270,-0.03216345,-0.00661156,-0.01453067,-0.01594372,-0.02906912,-0.00119489,-0.02035375,0.00015958,-0.00745526,-0.00168312,-0.01530432,-0.01467835,-0.01956813,-0.00513434,0.00221713,-0.02079075,-0.00969647,-0.01998969,-0.00187315,0.00287445,-0.03167271,0.00883722,0.00142365,-0.00770908,-0.01569043,-0.00943753,-0.02201916,-0.00914822,-0.01951104,-0.02298533,-0.01886563,-0.02595152,-0.02254723,-0.00631051,-0.01740254,-0.01429981,-0.01945012,-0.01121991,-0.03779082,-0.00126196,-0.02220751,-0.01607829,-0.02181109,-0.00839416,-0.00584795,-0.02195073,-0.01671558,-0.00394726,-0.02251357,-0.03661134,-0.01442513,-0.01476047,-0.00903973,-0.02808080,-0.04235757,-0.03029262,-0.00939158,-0.02342085,0.01218013,-0.02127792,-0.00058895,-0.04554016,-0.01927857,-0.03409791,-0.01296628,0.00013606,-0.02485801,-0.02129201,-0.01312456,-0.02210697,-0.03006257,-0.00809715,0.00916410,-0.01843325,-0.01217254,-0.00051716,-0.02350260,-0.02669300,-0.03410061,-0.01234112
44894.00000000,-0.00171753,-0.02114824,-0.00591493,-0.01628525,-0.01142574,-0.00895368,-0.00841556,0.00625115,-0.01187842,0.00593742,0.01644951,-0.00699264,-0.00802228,-0.00928142,-0.00763988,-0.01041376,0.00379817,-0.00423694,-0.00161382,0.00664788,-0.01045041,0.00415972,-0.00157028,-0.00665715,0.01496971,-0.00706947,-0.00051848,-0.00350880,-0.00145171,-0.00309073,-0.00074696,-0.00370056,-0.00901579,-0.00369161,-0.01307834,0.00591716,0.01255857,0.00261500,-0.02865008,-0.00351763,-0.00970385,0.00359608,-0.00497574,-0.00538696,0.01009567,0.01229043,-0.00819434,-0.00751054,-0.01696774,-0.00011566,-0.01480957,0.00273257,0.02038177,0.00163895,-0.01537711,0.02768048,0.00440282,0.01323843,0.00459753,-0.00138997,-0.00212623,-0.00663477,0.00701484,0.00468071,0.00546954,0.00719877,0.00353074,-0.00222916,-0.00994218,0.02031080,0.01213945,0.00212082,0.00000000,0.01552135,0.02108378,0.00222300,-0.01462088,0.00331077,0.00604705,0.02353018,-0.00054393,-0.01130047,-0.01102531,0.01195441,-0.01263898,0.01625271,0.00145675,-0.00491617,-0.00189023,-0.00266230,0.01082339,-0.00151175,0.01483939,-0.00073162,0.00645467,0.00184193,-0.00030805,0.00939563,0.01301860,0.00162445
44895.00000000,0.03150058,0.04859383,0.06162359,0.04457913,0.07670185,0.06093072,0.06297144,0.07893294,0.08237921,0.01101133,0.01186282,0.01084675,0.03742425,0.03161814,0.02529562,0.03797956,0.02297284,0.03867341,0.01293191,0.00723716,0.03358327,0.02982600,0.05684812,0.05554194,0.01259459,0.01599213,0.03792492,0.02530625,0.01883689,0.03269445,0.08745020,0.02457146,0.04496830,0.01945322,0.05650058,0.04048440,0.00798828,0.01669270,0.00991762,-0.00359553,0.07532093,0.01176046,0.01959053,0.01074510,0.01420308,0.03237647,0.05555568,0.02448550,0.01358558,0.04324204,0.02679112,0.05777351,0.02190153,0.01922484,0.07342444,0.02617771,0.01305833,0.02184890,0.03347273,0.01581678,0.06150120,0.02696346,0.02674464,0.00991277,0.01324028,0.01765824,0.01295874,0.01563887,0.00280115,0.02030571,0.00548661,0.01645150,0.03588077,0.01855257,0.03497060,0.00361889,0.04478372,-0.00595574,0.00420756,0.02052848,0.00006800,0.04589989,0.01630458,-0.00126850,0.04901091,0.03088001,0.01090903,0.02754230,0.04254310,0.06861215,0.02366613,0.02361843,0.01658666,0.04893533,0.02413710,0.00850134,0.02944541,0.02037741,0.01960357,-0.00137229
44896.00000000,-0.00073584,0.00189150,-0.00176373,-0.01077275,0.00000000,0.00000000,-0.00167568,0.01981375,0.01252739,-0.00866293,-0.01403959,0.00415733,-0.01980805,0.00950652,0.00060333,0.00000000,-0.02870045,0.01234563,0.01895078,-0.00484995,0.00735663,0.00502820,-0.00050819,-0.00237732,-0.00447325,0.00835319,0.00774693,0.00282975,0.00279196,-0.00982531,0.03737772,0.00325336,0.00631381,-0.06562823,-0.08268331,-0.00798135,-0.02252354,-0.01667519,0.00153036,0.00623274,0.00252984,-0.00290592,-0.00202113,0.00223610,-0.00466802,0.01294553,0.00413297,0.01378496,0.00581546,-0.01640254,0.00153489,-0.00193216,-0.00689884,0.02799238,0.02080531,0.00242453,-0.00983832,-0.00075215,0.00265684,0.00747385,-0.02363135,0.01300745,-0.00981333,-0.00225750,0.00790112,-0.01301394,-0.00605981,-0.00160612,0.00863130,-0.01733009,-0.00304556,0.00174628,0.01144817,0.00022601,-0.00585793,-0.00825868,0.01516319,-0.00364345,-0.01221050,-0.00057112,0.00183673,-0.03746745,0.02772109,0.00015874,0.02233970,-0.00921393,0.01294967,0.01442416,0.01621903,-0.01956050,-0.02056334,0.00709953,0.00923140,-0.00250144,0.00079694,-0.00309157,0.02941558,-0.00098841,-0.01260412,-0.00387265
44897.00000000,-0.00115367,-0.00337131,0.00129570,-0.01434558,0.00082180,-0.00544604,-0.00444310,0.02532377,-0.01511533,0.00098150,-0.00792720,0.00078326,0.00168147,0.00281280,0.00911221,0.00304153,-0.01285903,-0.00205100,-0.00332818,-0.00848378,0.00852017,-0.00540325,-0.01806629,-0.00749756,-0.00800048,-0.00112959,-0.00276315,0.00877877,0.01255952,-0.01157658,0.01091652,0.00148237,-0.00891588,-0.01851704,-0.01659866,-0.01407978,-0.01984215,-0.00391338,-0.04928047,-0.00097798,-0.00906864,0.00218578,0.01196237,0.00000000,-0.00885886,0.01290964,-0.00112913,-0.00297009,0.00026685,0.00090145,0.00436161,-0.03226639,-0.00555731,0.01795826,-0.01958810,-0.00420634,0.00777406,-0.00967743,0.00466887,0.00309102,-0.00280351,-0.00903582,0.00893177,0.00914905,0.01517590,-0.01130170,-0.00841565,-0.00150379,-0.01273922,0.04033449,0.00186686,-0.00328517,0.01625229,-0.00872121,-0.00136630,0.01900065,-0.00816055,-0.00715097,-0.00527174,-0.00476188,0.00860098,-0.01459726,-0.00766727,0.00793714,-0.02991074,0.01220697,-0.01562498,0.00727742,0.00497955,-0.01181068,-0.00345877,0.00323105,0.01318872,-0.01224216,0.01285551,0.02592571,0.00971880,-0.01310905,-0.02509736,0.00564339
44900.00000000,-0.01798929,-0.00798316,-0.01890051,-0.03314560,-0.06368677,-0.00955794,-0.00952097,-0.00858367,-0.01576196,-0.01764981,-0.02804082,-0.00055907,-0.00208892,-0.02411660,-0.01009224,-0.01828544,-0.04462308,-0.01102593,-0.00353568,-0.02739853,-0.03520064,-0.00744463,-0.01878698,-0.02178433,-0.02469205,-0.01384031,-0.01028413,-0.01367517,0.00171093,-0.01979920,-0.02440625,-0.02479404,-0.02462266,-0.01186986,-0.07353352,-0.00816047,-0.04962988,-0.02907280,-0.01392983,-0.01024669,-0.01878084,-0.00027261,-0.01459601,-0.00662033,-0.01419561,-0.02299460,-0.02282767,-0.04030911,-0.00915962,-0.00151980,-0.00058680,-0.01813818,-0.01709120,-0.00786197,-0.03132960,-0.04345528,-0.01588459,-0.02486434,-0.01042456,-0.00530018,-0.00262392,-0.04703061,-0.01479506,-0.00555667,-0.00326702,-0.03386968,-0.02375316,-0.00210152,-0.00030858,0.01219452,-0.01507646,-0.00847511,-0.01427893,-0.01713993,-0.02291774,-0.02555246,-0.00929293,-0.02299887,-0.05622570,-0.00427438,-0.01956862,-0.01170445,-0.02637574,-0.01858415,-0.04991883,-0.01386754,-0.03463202,-0.02041496,-0.01327657,-0.01107788,-0.06770991,-0.01288246,-0.00923798,-0.00468486,-0.01179373,-0.01120448,-0.02143070,-0.02781956,-0.05481584,-0.00910337
44901.00000000,-0.01441478,-0.02536995,-0.02030377,-0.03032636,-0.01441485,-0.02513068,-0.02563338,-0.06787550,-0.03750759,-0.00898351,0.00167464,-0.01499045,0.00799946,-0.00821662,0.00127438,-0.02152750,-0.04264581,-0.02403882,-0.02010641,-0.02779599,-0.03794433,-0.01500102,-0.00908332,-0.00880003,-0.02577029,-0.00813669,-0.01198834,-0.00047271,-0.00134203,-0.01081085,-0.02248952,-0.01470457,-0.02503929,-0.01534810,-0.00492786,-0.01954065,-0.00595507,-0.00485572,-0.01888073,-0.01160565,-0.02854829,-0.00981729,-0.00203092,0.00066274,0.02240005,-0.01541692,-0.00977717,-0.02070997,-0.00825707,-0.01719372,0.00035231,-0.04550402,0.00037906,-0.01787787,-0.01356489,-0.03345108,-0.01117812,-0.02560949,-0.02170328,-0.00966536,-0.01616087,-0.00654657,-0.00800103,-0.00803844,-0.01936827,-0.01446097,-0.02322766,-0.00568599,0.00340449,-0.03603465,-0.01840308,0.00061058,-0.01419603,-0.01433141,0.00297563,0.00732339,-0.01264275,-0.03149870,0.00077461,-0.00884159,0.00311283,-0.00666176,0.00393938,-0.00040115,-0.00792846,-0.00696812,-0.00747390,-0.02216428,-0.01467845,-0.02101194,-0.00816405,-0.00207619,-0.02076710,-0.00792423,-0.00022734,-0.01359369,-0.00992014,-0.01985049,-0.01643581,-0.00125852
44902.00000000,-0.00170123,-0.01378489,-0.00305973,0.00237959,-0.03214333,-0.02103527,-0.02219706,-0.00166494,0.00831927,-0.00636816,-0.00068394,0.00607605,0.00665647,0.00850522,0.00643095,-0.00607423,-0.00787874,-0.00031655,0.01066188,-0.00221405,-0.00151695,-0.00843802,-0.01392117,-0.01349842,0.00296500,0.00302807,0.01382307,0.00157633,0.01026145,-0.00431406,0.00935992,0.00914692,0.00448476,0.00168344,-0.02093501,-0.00944058,-0.02188946,0.00759011,0.03031974,-0.00520381,-0.01310736,0.01064899,0.00930698,-0.00526178,0.00678140,0.00370612,0.01089125,0.02466441,-0.00030168,-0.00338422,0.00129139,-0.00184997,0.00511505,0.00245986,-0.00289906,-0.00245579,0.00121954,-0.00262833,-0.00220542,0.00012508,0.01337028,-0.00164757,-0.00496328,0.01077178,0.00313985,-0.00689195,-0.00823893,0.00871899,-0.00159091,-0.01081653,0.00302246,-0.00155928,-0.00205722,-0.00663473,0.01221645,-0.00328331,0.00619576,-0.00631438,-0.00831995,0.00045252,0.00547634,0.00260806,-0.00048342,0.01420771,-0.00161893,-0.04242009,-0.01355417,0.00266895,-0.01829471,0.00268568,0.02133544,0.01099712,0.00346245,-0.00300282,-0.00193270,-0.00578510,0.02776604,-0.00157815,-0.00119362,0.00050408
44903.00000000,0.00783395,0.01213274,0.01239923,0.02136558,-0.00344743,-0.01295559,-0.01261171,0.01228826,0.06507448,0.00055583,0.01049435,0.00016932,0.00922807,0.01230674,0.00718845,0.00620758,-0.00916320,0.01079386,0.03065277,0.00742882,0.00434077,0.01681199,0.02426239,0.01806047,0.00591229,0.00878256,0.01757616,0.00424930,0.00356710,0.01010976,0.00596588,0.02013171,0.01904492,-0.00114115,-0.00268233,0.00388285,0.00306245,-0.00188323,-0.00268741,0.00154827,0.02994671,0.00690344,-0.00048389,0.01128216,-0.00932637,0.02797008,0.01334633,-0.01609553,0.00974656,0.01502162,0.00551063,0.00470490,0.00381679,0.00176678,0.04299496,0.02839644,-0.00046845,0.01615492,0.01144191,-0.00062553,0.02356046,0.01637479,0.00074813,0.00244433,0.00454359,0.00044776,-0.00511232,-0.00066490,-0.00806584,0.01461757,0.00847233,0.00346294,0.01835669,0.00540000,0.01379309,-0.01611763,0.01515151,-0.01984678,0.00292672,-0.00419985,0.00517420,0.02564107,0.00366980,-0.00277007,0.01984460,0.02822718,0.00152673,0.00806290,0.02282857,0.02412894,-0.00490008,-0.00646780,0.01056721,0.02192639,0.01913660,0.00868660,0.02379380,0.00632249,0.00525814,-0.00906808
44904.00000000,-0.00747023,-0.00343491,-0.00800322,-0.01394579,0.03234548,-0.00939064,-0.00936666,0.00494234,-0.00978512,0.00130731,-0.00541843,-0.00823923,-0.01591468,-0.01113884,-0.00264341,-0.00191295,-0.00184949,-0.00666345,-0.00115871,-0.00842748,0.00896806,-0.01081853,0.02568345,-0.00583310,-0.03192344,-0.00370004,-0.01359274,-0.01049995,-0.01765164,0.01000858,0.03142526,0.00551815,-0.01280153,0.00332346,0.00753090,-0.00703240,-0.00187885,0.00808636,-0.00875777,-0.02332304,-0.02217657,-0.01867387,-0.02904871,-0.00493802,-0.00156906,-0.01742100,-0.00912376,-0.00879341,-0.00723191,-0.01190748,-0.01457556,-0.02667809,-0.00788619,0.00029397,-0.01364224,-0.01107836,-0.00806188,0.00879467,0.01028400,-0.01314468,-0.01169325,-0.00262268,-0.00535824,-0.00858284,-0.01226255,0.00380396,0.00296031,-0.02423228,0.00498978,0.00256864,-0.01571970,-0.00493970,-0.01879699,0.00749116,-0.01088438,-0.02606721,-0.00522014,-0.02291296,-0.01251545,-0.00142745,-0.01833247,-0.00597832,-0.01717638,-0.00190475,-0.00668810,0.00458532,0.00457321,-0.01095934,-0.00188695,-0.01054938,-0.00168460,-0.00784140,-0.00320105,-0.00571766,-0.01676541,-0.00370847,-0.01295186,0.00209419,0.00047555,-0.00787998
44907.00000000,0.01441727,0.01638997,0.02888924,0.01638800,-0.06271989,0.00517070,0.00526483,-0.01026749,0.03140999,0.01651489,0.01551154,0.01194942,0.01235158,0.02340240,0.01027031,0.02822229,0.01080909,0.02677529,0.00850734,0.02462812,0.01370750,0.01733384,0.02186447,0.02277401,0.01041667,0.00475148,0.01315524,0.01314542,0.01385996,0.03397508,-0.01509333,0.01841683,0.01362637,0.00964766,0.01525437,0.01593488,0.00847062,0.01470581,0.00312632,0.01864983,0.01814360,0.00174666,0.01734123,0.01683571,0.01100050,0.02421862,0.01540802,0.01640477,0.01155894,0.01847808,0.02413917,0.03032515,0.02119710,0.00499563,0.02738668,0.02752758,0.01356138,0.01844199,0.01425125,0.00076107,0.01891193,0.01778103,0.00588827,0.02105263,0.01312711,0.02028540,0.01124903,-0.00671091,0.00322508,0.03748475,0.02538608,0.01468887,0.00893999,0.00949307,0.01470082,0.02160835,0.01197336,0.01599713,-0.01477541,0.02215726,0.00515164,0.00874792,0.00126893,0.00866727,0.02047876,0.02971318,0.02124425,0.02811034,-0.00345528,0.03131933,0.01700409,0.00477191,0.00535222,0.02122363,0.00647952,0.00566612,0.01855857,0.00548597,0.03279459,0.00896751
44908.00000000,0.00756987,0.00678244,0.01746473,0.02142457,-0.04093678,0.02486336,0.02447628,0.04742396,0.03062444,0.00282541,-0.00096872,0.00770361,-0.01399629,0.01497044,-0.00150847,-0.00722306,0.00061107,-0.00284788,0.01744632,0.01093415,0.00042249,0.00689659,0.02588784,0.01268586,0.02226803,-0.00054360,0.00665973,0.00031265,-0.00320600,0.00520265,0.01637161,0.01863186,0.01029624,0.00106629,0.01885654,0.00139421,-0.00559965,-0.00237156,-0.00135510,-0.00358059,0.01881032,0.01780313,-0.02339005,-0.00845925,-0.00932637,0.00695993,0.01166403,0.02993953,0.01904486,0.00011274,0.00693239,0.01386732,0.01014687,-0.00272902,0.04286974,0.00723173,0.00214455,0.01744943,0.00539456,-0.01952080,0.02285819,-0.00885824,-0.03163529,-0.02505061,0.00331460,0.01791560,0.01517157,-0.01633062,0.02103696,0.00461696,0.01042653,0.00911462,-0.00574490,0.03483586,0.02592558,-0.00396575,0.02884894,0.01458224,0.00559886,0.00133494,0.00032035,-0.00198726,0.03024281,0.00346868,0.03617667,-0.01546637,0.00817235,-0.00843316,0.01380350,0.02889266,-0.01703889,0.00326510,-0.00319415,0.01875079,0.00237175,-0.01254319,0.01918370,0.00727459,-0.00621263,0.00507871
44909.00000000,-0.00639353,-0.01553579,0.00116763,-0.00983886,-0.02578437,-0.00585588,-0.00563381,0.01198498,-0.02202300,-0.00973323,-0.00499700,0.00306896,0.00026014,0.00162209,0.00394111,0.00131436,-0.01435118,0.00100803,0.02656871,-0.00736598,-0.00580777,-0.00684936,0.00595409,-0.00741686,-0.00691521,-0.00277367,-0.00674168,0.00000000,0.00042485,-0.03704721,-0.00783546,-0.00242081,-0.01320461,-0.00958625,-0.00641495,-0.01635921,-0.01032377,-0.01082932,-0.01451831,-0.00555975,-0.01441411,0.01243415,0.01349466,0.00091148,-0.01150633,-0.01240586,-0.00885486,0.00421366,-0.00128487,-0.00946475,-0.00114743,-0.03796233,-0.00201821,0.00136824,-0.02210604,0.00250199,-0.00111651,-0.02383774,-0.01684552,-0.00271493,-0.01993388,0.01564054,-0.00553063,-0.00504001,0.00060064,-0.01309293,-0.02253925,-0.00415046,-0.01744114,0.00598512,-0.00428898,-0.00471542,0.00078351,-0.01584673,0.00404668,-0.01606290,-0.00386880,-0.00476148,0.01087028,-0.02164806,0.00285919,-0.01176685,-0.01076353,-0.00942733,0.00533436,-0.02003580,-0.00663233,-0.00808553,-0.02058465,-0.01617854,-0.02863081,-0.00502961,0.00683614,-0.02171071,0.00431726,0.01034943,-0.00051190,-0.01057518,-0.02245878,0.00164220
